state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skyline
0	-86857.7571523817	-15589.4283671919	-71268.3287851898	496.714870796775	1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	9	9	9	2	2	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1	0.333333333333333	0.893998565671002	0.332343706516219	-0.024307939874638	-71268.3287851898	-1021.96448285829	-9789.98831095978
100000	-7056.19353808578	-3846.08483109993	-3210.10870698584	431.881686834393	813.030855404432	189.93718020974	14.3523125006765	25.0349028650106	38.6353133797794	39.7798643631442	16.4227270497028	16.3072724185426	9.36004552467326	4.25216405552718	3	29	4	10	2	18	4	2	18	7	8.40950519268004	6.62670007378165	0.388839343716317	0.169050803145124	0.215073479178647	0.227036373959911	0.0742114887182943	4.0575215680417e-05	0.573229021057449	3.70142182531325e-05	0.659027221924371	0.0165298972809551	-3210.10870698584	-1021.96448285829	-476.043585341252
200000	-7037.28785131463	-3858.85539314824	-3178.43245816639	424.284722478309	2450.01225281628	120.456660919946	135.746989558278	232.584636692355	469.279042515845	104.079064381691	11.6197833859748	5.45236188802438	9.20302430602834	1.36219252544265	4	29	13	3	8	4	15	6	7	8	7.75584067774262	3.45188404285154	0.395100457405152	0.16667447770893	0.190616789106734	0.247608275779184	0.0855334470542869	3.0953168438538e-05	0.276291063638571	2.94461470355736e-05	0.264287589532898	0.120185093982365	-3178.43245816639	-1021.96448285829	-482.235969889121
300000	-7053.90986224154	-3877.56480526807	-3176.34505697347	430.265451088935	2723.64135032009	1022.3761457482	143.799969646285	130.797022257009	121.534220039403	382.860816895495	27.0351508191839	74.0937899940081	3.08480454737039	4.43654257631013	6	1	29	1	11	3	4	25	8	9	5.60819343359422	3.78468509743641	0.393202259304601	0.163025805020213	0.196703308310429	0.247068627364756	0.072426857373765	3.59253979441292e-05	0.460692269235098	3.93366796098547e-05	0.506141105640158	-0.117633969929377	-3176.34505697347	-1021.96448285829	-494.284340848027
400000	-7042.61974180177	-3885.43945263301	-3157.18028916876	428.79943302565	1618.455559638	282.77000221997	154.001104646824	89.8836769198415	93.188204098231	109.762646146467	97.2710165811854	27.0137286061335	3.42669259608762	3.06887798586812	8	1	52	1	2	2	4	9	8	10	9.74804383956738	5.41357095103119	0.39349537069992	0.151006077866404	0.20401069913232	0.251487852301355	0.0500197440409228	2.75530292500806e-05	0.474714104459569	2.58607752581549e-05	0.490625005256187	-0.04695511913627	-3157.18028916876	-1021.96448285829	-508.92826323567
500000	-7042.93020456381	-3881.45119846957	-3161.47900609424	427.441831998358	846.976734334678	227.564064319957	107.271494170416	70.2860148028618	99.4146428034354	86.5808243907641	92.6470832595702	31.4716468680117	14.4363463349587	0.95754468282527	9	3	22	1	1	3	22	13	17	6	8.7818340177387	6.13295607923885	0.397015108749564	0.156215557976592	0.207036087094899	0.239733246178945	0.115190285320687	3.37769967142769e-05	0.107003061229647	3.35022379503291e-05	0.0975510645604678	0.00819027663529732	-3161.47900609424	-1021.96448285829	-506.563431656083
600000	-7036.58693514171	-3870.99526917402	-3165.59166596769	426.680204343676	2607.95903878337	323.053594290017	139.909645961625	276.691231357976	462.291592247008	35.587659120124	7.9136187512484	11.2332565117688	1.72553312246145	1.71898175147098	3	7	41	5	6	1	9	15	7	3	8.23553748551505	7.15559456860681	0.40282854141401	0.165061116263848	0.187801881319605	0.244308461002536	0.0420900014998281	2.57787235942973e-05	0.00402770658869855	2.57774988084025e-05	0.00400814284698714	-0.095741390810197	-3165.59166596769	-1021.96448285829	-495.95149108228
700000	-7028.29068537764	-3868.63397937749	-3159.65670600015	431.048724513951	3904.9076603602	417.204204364143	111.69481521536	335.825597850445	109.975802102368	142.079966146843	194.588478534772	4.82322156459637	2.74404146579928	4.58383473307607	2	9	23	9	6	14	3	8	1	22	7.07529565666789	4.98228339066149	0.378881767444834	0.172852629327701	0.210446557465451	0.237819045762013	0.064951070063898	2.92554969595718e-05	0.0478104829242528	2.93169299652035e-05	0.0444414067200073	-0.0453924578943576	-3159.65670600015	-1021.96448285829	-488.737212192821
800000	-7013.44350700798	-3846.97634836519	-3166.46715864279	428.534878046113	1931.71366561678	192.934665470625	147.592868240657	332.031885071541	137.220914484752	226.780634705718	250.922387238174	3.97148880000925	3.10043299434938	0.885527861393356	3	9	37	6	10	4	1	3	8	16	8.91614947302508	8.22059223771043	0.394089011543382	0.170113056672866	0.198515677175214	0.237282254608538	0.0467433299641875	3.33224797549363e-05	0.213085719946607	3.36286196153157e-05	0.222288216915465	-0.00928791588207357	-3166.46715864279	-1021.96448285829	-467.59003023489
900000	-6978.04479512146	-3806.43274677639	-3171.61204834506	426.244850160806	1431.04282210703	1061.21438595438	145.991150845974	384.201263933479	443.156364266693	529.225254478483	111.218713195622	5.36893160697686	0.256869029317775	0.0632564957058947	4	3	39	1	8	1	12	3	17	9	7.11743411880697	5.45063824161731	0.398110792160729	0.16275778637678	0.208800566470727	0.230330854991764	0.0866359071529551	2.89311161457016e-05	0.027892062430109	2.88135842020787e-05	0.0290208325801987	0.0158417361450077	-3171.61204834506	-1021.96448285829	-429.424270744325
