state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skyline
1000000	-13168.6635177071	-4111.89825288526	-9056.76526482189	1361.90234596461	1996.81764183069	467.319814829601	845.812542097528	2262.8485170445	987.075113390269	274.795467395218	275.031638707023	54.3137775545785	110.218106559033	69.1413889258403	9	6	22	2	5	21	9	12	7	6	5.91216478041336	3.81754161377215	0.387257469410771	0.165450801824135	0.215276440154631	0.232015288610463	0.144747345526303	0.000175530240924724	0.200919101295395	0.000175080228719456	0.188334773295498	-0.0896403758677681	-9056.76526482189	-1047.07687207752	-691.678460776195
1100000	-13165.7677540804	-4108.53543997292	-9057.23231410747	1333.86080135184	4790.18774804945	3355.41096218845	1006.29909148981	1105.36437994427	351.312517623281	548.087512252792	255.310340387421	108.356618463462	162.107058778604	4.79515399848626	4	3	30	5	14	7	13	13	5	5	5.03837967664282	3.71060777003545	0.393789699859771	0.168228481920197	0.215001290391418	0.222980527828614	0.152291183812209	0.00019480445122742	0.212057893402254	0.000195724863622162	0.209360803166175	-0.018660655529839	-9057.23231410747	-1047.07687207752	-687.363739322713
1200000	-13170.0336823	-4107.05860487563	-9062.97507742434	1343.26371062305	2940.89567122462	1212.55048120166	696.080675691623	1340.84856405174	340.654195542563	304.550135570369	324.384852378344	246.010346664352	50.4578070867695	24.5584966985483	8	2	2	29	10	9	8	8	19	4	6.00070441781759	3.66365500223342	0.400964364841548	0.173733047138238	0.203669955453542	0.221632632566672	0.159513168042506	0.000182784971366278	0.151510626050942	0.000176350003286552	0.158708686605371	0.0539311498599966	-9062.97507742434	-1047.07687207752	-688.579511948349
1300000	-13132.3638446437	-4083.95086150367	-9048.41298313998	1345.47162197471	2697.400533843	443.635571255256	1017.40443050075	1674.14463018022	255.883824055042	111.458639443579	524.534913541548	219.967321610267	66.3108590250823	29.3335623479048	7	11	8	16	14	6	1	11	18	7	5.41282366968648	3.00326176909607	0.377398062454899	0.183227627155305	0.207697565629536	0.23167674476026	0.146891734499816	0.00019886946299121	0.257534783144122	0.000193759506288122	0.259493501153426	-0.071927358845902	-9048.41298313998	-1047.07687207752	-662.819135075015
1400000	-13185.8360942361	-4115.43044130879	-9070.40565292735	1380.87793440228	1467.68771215708	4980.38251884502	508.443780301268	1198.34969141272	724.460709995719	151.709826779011	378.348656354275	81.9204447508537	154.070188304005	20.8854867860251	12	2	3	23	14	8	12	16	2	7	5.38206550663488	3.57765333406172	0.389229986811329	0.170888525471358	0.223860204478125	0.216021283239189	0.144374329410116	0.000163822239018028	0.0922282520973448	0.000161230072133562	0.0869868132669733	-0.145229788910796	-9070.40565292735	-1047.07687207752	-692.950699217903
1500000	-13159.8773364872	-4112.53309513302	-9047.34424135422	1350.59912762604	4058.02876975385	6816.67334664611	791.339256823372	1338.77516711716	997.586604125462	639.122997977032	1093.9317950146	228.425120930767	49.845400033128	28.7989636070106	4	3	16	9	14	16	1	12	16	8	5.95030672950331	3.33486212831142	0.379331949621607	0.16512473901014	0.235491600440742	0.220051710927512	0.156549838968628	0.000183931898153508	0.31141419418308	0.00016599720408306	0.270931466418502	-0.0579983253516191	-9047.34424135422	-1047.07687207752	-687.288008552277
1600000	-13148.7006052836	-4092.05398304967	-9056.6466222339	1347.26131775113	12525.2896929504	531.662348299891	1620.07614125668	909.384008469392	107.19393992115	162.474469616725	235.460861035217	177.444231850588	52.5614756157692	53.787540586087	4	12	1	34	2	9	2	10	11	14	5.03174047220939	3.06727374746817	0.40526642572355	0.165371438761477	0.21161936130007	0.217742774214903	0.15268742941872	0.00021071107838454	0.336701075411196	0.000188798766814984	0.355035970857356	-0.0170580746312076	-9056.6466222339	-1047.07687207752	-670.84750084998
1700000	-13144.4292354614	-4085.93147578595	-9058.49775967543	1340.72050763237	2985.65201234446	3498.56686815426	971.305616793748	357.732284519938	995.197312530952	636.908758554633	448.737622373945	284.535831436829	25.1037568694995	29.0089845462716	1	6	2	6	18	18	16	7	20	5	5.49018382789543	3.27401895494883	0.385777063134763	0.157767884056827	0.215872824470223	0.240582228338188	0.153387524975067	0.000197656077657945	0.26849757937043	0.000181735386205867	0.265030552475422	-0.0189447377308083	-9058.49775967543	-1047.07687207752	-664.384152037698
1800000	-13178.1678703771	-4097.07215422406	-9081.09571615306	1358.43157571823	2374.09227730149	2172.13356761661	801.664929185151	1056.56216697369	1262.35540107822	276.917720055979	261.25170183222	53.7870618074789	46.5124452538369	50.6675950475908	5	2	15	17	1	13	22	3	7	14	5.71975111124073	3.50964551588756	0.377159184149296	0.165706927860981	0.238680755911337	0.218453132078388	0.137876421321059	0.000224386325198813	0.258931014295601	0.000217214371351589	0.272567570916863	-0.167072349275468	-9081.09571615306	-1047.07687207752	-678.026487329658
1900000	-13177.7960079776	-4113.35379973784	-9064.44220823973	1351.86174607742	3887.85184876379	1957.59384367245	1253.09357802395	955.144827373042	553.221183106935	146.728893751692	47.8595449079026	56.193298470138	54.5841734200489	18.9538734082172	4	10	20	14	24	3	2	4	10	8	6.02248346417749	3.13289096391901	0.376474514539464	0.165214537401351	0.225718531076212	0.232592416982972	0.135669695262735	0.00018024903625331	0.282786868371641	0.000168749026229555	0.265086683521055	0.0165861367900155	-9064.44220823973	-1047.07687207752	-698.011658574581
2000000	-13172.3346354484	-4122.44309581358	-9049.89153963483	1337.23543227748	4815.63942833542	1454.01574061533	484.515061156291	1988.85114629704	594.14025650756	424.856703346633	197.657512197596	66.3133627249743	110.536950716874	11.6641405952493	6	2	5	26	16	10	11	8	8	7	6.32985063690664	3.3242168831424	0.36953366679689	0.174302434656687	0.214526108185046	0.241637790361377	0.139771779512478	0.000160682557662048	0.269842930247041	0.000154472467611649	0.251939226521861	-0.0265958134056896	-9049.89153963483	-1047.07687207752	-701.072500083479
2100000	-13172.7394134651	-4125.96464226761	-9046.77477119753	1333.94532107632	8942.18280605147	5758.89137206357	1611.29132522407	1658.74058886513	928.720880658274	263.48010657807	376.84436920975	44.7043085790319	52.952387224772	5.40393375643436	2	2	3	35	12	5	15	12	8	5	5.59291015133421	2.23432120298739	0.379888230431661	0.176484891866934	0.206790884307562	0.236835993393843	0.141733473190555	0.000180082419272507	0.249250487919552	0.000175846975087922	0.221155567553883	-0.026598285531134	-9046.77477119753	-1047.07687207752	-704.542143682352
2200000	-13113.9415177991	-4067.52962927872	-9046.4118885204	1318.14910053977	1412.98646585227	1507.61003735763	1009.88169848987	1025.07842757099	545.98515638059	592.291187048443	418.653127397072	191.026842967119	87.5760158159804	1.6945581100821	3	4	1	25	21	4	6	12	13	10	5.64874049194889	3.90364431370452	0.40301362899942	0.170724033883984	0.202236978373344	0.224025358743252	0.144076352215947	0.000251955102833465	0.405665489563519	0.000220861448358494	0.416539607035653	-0.012341071253506	-9046.4118885204	-1047.07687207752	-647.686158079311
2300000	-13155.0963630502	-4083.01910143857	-9072.07726161162	1346.82014551663	5150.13007097047	261.213090336726	140.03366097321	281.757515054097	882.901085891045	474.728633513804	112.277041214476	20.7771955986974	48.1390580274649	21.9746337193125	8	3	6	3	25	19	21	5	8	1	4.91448277488798	3.12530802328285	0.399526772157361	0.178936143573764	0.205426535914942	0.216110548353933	0.152820688275126	0.000212670391198794	0.348709709175968	0.000202470097598906	0.318598383254832	-0.00548069331553796	-9072.07726161162	-1047.07687207752	-667.128589210697
2400000	-13157.4232513057	-4080.56366769348	-9076.85958361219	1339.31086039087	2718.61072413851	548.828558401763	1034.69054918578	1536.33406901307	596.660035170192	268.034800256839	124.311918274915	97.9952417199866	131.719134709669	38.0198737643594	8	9	5	6	19	27	3	1	1	20	6.30570371496783	3.10196876481054	0.376628005334342	0.174325103263058	0.226881735693999	0.222165155708601	0.149418696811985	0.000202759961690339	0.262817480064344	0.000197544800162723	0.258513928677812	-0.0247033538671687	-9076.85958361219	-1047.07687207752	-662.186540982625
2500000	-13125.9577234662	-4075.08366208782	-9050.87406137843	1360.3163360913	2821.39715270588	126.28087550288	246.053045707828	896.616637282396	1144.6947473645	322.938625652745	331.790799204238	318.247099692637	52.7199118558853	15.2979949228618	7	6	4	2	22	14	3	15	20	6	5.05995996720327	3.25203052926791	0.38230776051479	0.188421804652191	0.210209704473389	0.21906073035963	0.149698707588241	0.000188979352546218	0.2889062295455	0.00018202897747775	0.323908430829742	-0.0706191462138639	-9050.87406137843	-1047.07687207752	-655.887881103128
2600000	-13152.8308755605	-4094.69135128175	-9058.13952427873	1346.75113028174	1022.27949596966	2165.05032107571	299.480587583375	277.162496636133	1055.76322341056	1240.45491708757	464.594980855791	289.384788845038	74.4455584591214	39.8067194242658	3	5	4	7	15	8	10	21	23	3	5.74869006629625	3.12279706985679	0.371970041634372	0.171840427999712	0.22277016581636	0.233419364549556	0.153700955212443	0.000197972793000733	0.334758089919794	0.000184599059674208	0.34916808899697	0.0217792139299104	-9058.13952427873	-1047.07687207752	-673.048741060845
2700000	-13149.357990328	-4085.28353096277	-9064.07445936525	1369.30976718746	1846.71778368118	1000.19371799328	1666.53602890676	418.283584638451	1040.53302631847	2118.79963796399	1086.70015544144	264.522562401638	46.1765258065069	36.0666487831097	2	1	5	11	1	9	16	27	22	5	5.72097856537297	2.76044965168309	0.371725804255887	0.172202125448882	0.22063007666898	0.23544199362625	0.15761729075355	0.000200137453635344	0.321925734907831	0.000190518539523221	0.309424123115649	-0.0528849902831684	-9064.07445936525	-1047.07687207752	-661.834991588294
