state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skyline
0	-96051.2646168887	-17533.3153570089	-78517.9492598798	748.478049255042	1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	9	9	9	2	2	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1	0.333333333333333	0.99330962193276	0.317914315128548	-0.0387880315569158	-78517.9492598798	-1021.96448285829	-11296.9784839509
100000	-6993.34059551458	-3830.32891124726	-3163.01168426732	427.123949937835	1206.13096399606	588.876945854925	115.00637367475	106.323164421402	139.386630534649	25.4120361473127	13.8538908440525	19.6778002789941	12.1836550539894	17.7648129802322	3	3	5	18	9	7	4	39	7	2	6.37741961154036	5.50112858780605	0.398716541996856	0.166984266418542	0.210934226263313	0.223364965321289	0.0674897133336127	3.86584717581672e-05	0.4424094660007	3.92842360006148e-05	0.454182151102972	-0.0344021348633797	-3163.01168426732	-1021.96448285829	-454.751023159923
200000	-7013.98508990336	-3850.47726586666	-3163.5078240367	426.761590846195	1134.45456104438	53.4042595224915	46.8086389665773	61.4796544692752	140.280113982532	78.7126114585441	81.4992540626279	32.7743390726397	7.5286986885621	2.05740242323857	5	2	5	2	27	4	5	32	5	10	7.92811237826948	5.10403254692868	0.379899490242291	0.162380492014442	0.206348948202977	0.251371069540289	0.0121393355873849	3.44017669821175e-05	0.342928236287032	3.09108208457422e-05	0.373426179227595	0.039520666273546	-3163.5078240367	-1021.96448285829	-476.37905897977
300000	-7034.98963323014	-3869.00669778557	-3165.98293544457	429.204367124406	1469.91644939116	105.333745317034	58.6621458871773	81.4568132813756	168.778878958673	116.989869945311	130.242274697497	45.3565273142255	14.8691219194538	6.96319326715945	4	17	1	4	9	1	32	2	17	10	9.33656832656712	6.05741669587617	0.375731782216571	0.169501057718529	0.195598516962483	0.259168643102418	0.0338048044778762	3.26780916410129e-05	0.319677123295166	3.2238638183138e-05	0.332492565041795	0.0769881439361361	-3165.98293544457	-1021.96448285829	-490.657577747251
400000	-7067.52835861096	-3903.37065897511	-3164.15769963585	436.379550901162	1712.03539827018	410.418250783364	137.573039985743	176.879506133232	149.791315526021	136.199329703481	100.826994830705	128.654320831798	42.6743259687222	11.6717463519863	4	7	5	8	12	5	22	1	16	17	9.14034460528317	5.20677601144561	0.395713966681241	0.161956350555861	0.216488243719463	0.225841439043434	0.043208642725559	2.66586559018721e-05	0.101151243196792	2.72962584423692e-05	0.0940774584898637	0.0319017673343176	-3164.15769963585	-1021.96448285829	-521.750946588254
500000	-7060.07292134776	-3883.63835466278	-3176.43456668498	428.903592922251	8075.6068349728	572.945701901462	231.192175111235	156.73636272118	105.148773418362	449.559263869104	42.0190435593933	39.3460178131002	12.2203409038592	2.42725709130898	3	5	3	1	18	11	27	6	17	6	4.10098681833475	3.23706240848399	0.3603350201769	0.154926561075437	0.228422778609951	0.256315640137711	0.0729487157295841	2.70978235631247e-05	0.0465499897237802	2.71831159313478e-05	0.0435118357078673	-0.00908959566322123	-3176.43456668498	-1021.96448285829	-501.163532802618
600000	-7035.8425427658	-3864.69957069868	-3171.14297206713	431.738613885344	2286.05989568854	632.045676166699	313.761674433324	64.3928640415576	68.9523712818198	151.217073465751	18.3113897909624	9.03134111486896	4.28331347651161	13.0418952100899	3	2	7	6	8	35	7	10	14	5	8.78652495073846	6.15048840406249	0.38969398683107	0.156088387631846	0.219165587724825	0.23505203781226	0.0676051328511321	2.59810589258952e-05	0.0700315368872207	2.57007224434851e-05	0.0712302271982732	-0.0348807032507815	-3171.14297206713	-1021.96448285829	-487.344995843845
700000	-7084.06753907161	-3921.19349705501	-3162.8740420166	443.366422449274	2784.04599785886	274.638571786985	54.250176505024	152.656803304454	134.966982102868	189.030453421304	182.938259973862	48.6500191156106	22.0438634167741	6.35475197099444	2	22	4	8	19	3	1	22	14	2	7.5647516937967	3.58454553461801	0.381415537889692	0.172956164180791	0.19273700077039	0.252891297159128	0.0762722170676267	2.72278845410001e-05	0.0299004770377772	2.71438191023373e-05	0.0298038893918812	0.0476069306387677	-3162.8740420166	-1021.96448285829	-540.735842840841
800000	-7053.15617787761	-3888.85753848622	-3164.29863939139	429.831688110876	1938.05366312388	292.94198994083	107.478145147948	294.912830069201	127.070310599276	25.1001616372064	16.1322873458247	8.12444009529121	8.95412220183861	4.56279198435423	3	21	10	5	28	1	2	4	20	3	8.48886649557912	5.00719768348754	0.37784415511368	0.160538685604239	0.222842641829444	0.238774517452637	0.0386907152604968	2.96325337904798e-05	0.107022592096447	2.98636838474647e-05	0.101463127643496	0.185013476538994	-3164.29863939139	-1021.96448285829	-514.783947560707
900000	-6995.91353029495	-3833.32278355621	-3162.59074673874	425.311534348489	2321.0840553277	80.4264534951204	57.1691100890968	79.2240374793987	91.6522537202289	96.5582096894427	91.9886431190271	2.0944844675583	1.66735519529072	1.03420734836245	9	5	23	2	23	11	3	5	9	7	7.24590763290442	4.31491104504649	0.390745008404765	0.165382316581022	0.205252128135131	0.238620546879082	0.00484755227118791	2.9132648962345e-05	0.0366941545052325	2.92320408004281e-05	0.035358909099555	0.0799508734897831	-3162.59074673874	-1021.96448285829	-463.032462080816
