state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skyline
0	-76323.0115484491	-15872.3499039804	-60450.6616444687	173.971541589388	1	1	1	1	1	1	1	1	1	1	10	10	10	10	10	10	10	10	10	10	2	2	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1	0.333333333333333	1.06924137936289	0.338753357798899	0.0435402483614728	-60450.6616444687	-1059.66347330961	-11094.2784990377
100000	-8709.55686465755	-3853.49508585655	-4856.061778801	143.960553922882	68.3020616424849	219.173075955284	114.59745494733	4.12278987522051	4.29395588033791	16.9939878296313	27.8339951662454	46.2364867266214	62.273964035439	118.377482166581	23	4	8	22	3	11	4	7	14	4	5.03838004946748	6.19585444566322	0.39065879175831	0.174705407609385	0.198109940173856	0.236525860458448	0.0152369696405423	0.00333162372363299	2.36280427082364	0.000587726904705181	3.15616348038594	0.0351615288710717	-4856.061778801	-1059.66347330961	-431.912985593266
200000	-8562.85794721298	-3954.95753157112	-4607.90041564186	230.898364103872	95.4582843902398	58.9584490873143	37.6132962483469	43.837587365051	32.9102759511861	59.5915769015241	80.1695132675641	114.973895128913	81.2700865976115	138.078878705637	29	1	7	14	1	7	5	5	13	18	6.20033050375638	7.43190694906301	0.390280962836535	0.167340512644027	0.209501075868181	0.232877448651258	0.0341021736749835	0.00109815424712713	2.19059560700599	0.000243435424312748	2.88064397286826	-0.0188164705673434	-4607.90041564186	-1059.66347330961	-534.157130001292
300000	-8562.94241804841	-3964.87632384741	-4598.06609420099	250.739945587256	51.3566402627334	79.7724641832919	47.695719942671	33.6194644372292	43.4719875041167	177.95215433199	99.6549166677152	107.719324625423	211.277697363407	305.191753680236	38	9	1	10	1	8	21	10	1	1	5.908898990939	7.35445827442624	0.399491286531871	0.174058138043251	0.196132186476673	0.230318388948205	0.0337401624213638	0.000661812127587597	1.75279100925008	0.000250386455848222	1.5915265175618	0.107069773178214	-4598.06609420099	-1059.66347330961	-541.745452438982
400000	-8535.83434173713	-3943.42939136713	-4592.40495037	316.611537801487	31.2454727588766	91.8883848220045	18.8069708377991	19.2549685876315	29.4168727650993	65.8335657038462	94.4675460459963	211.829960914504	105.796957823538	144.218987881066	8	32	1	6	11	11	13	7	5	6	4.3215315306159	6.64216061165187	0.399873535983885	0.177850562494691	0.215371178989782	0.206904722531642	0.0182780070417624	0.000396538473611505	1.70586326391288	0.000211718206226003	2.08942433401823	-0.0453776489321975	-4592.40495037	-1059.66347330961	-525.329728376481
500000	-8580.90252874336	-3982.51805684418	-4598.38447189918	346.157300492693	99.1730113930827	72.3800218853143	92.9892992594886	44.4909027376234	32.6222085282343	144.483862711754	129.117989256434	119.806636027607	181.016269923986	594.724792007716	17	25	1	5	5	9	22	3	7	6	6.60087320703029	6.49962738855853	0.382378399295022	0.174982447602451	0.204384632431896	0.238254520670631	0.0141126440230899	0.000355896184565015	1.78743605136145	0.000183031140068266	2.2144688215998	0.0797038988022946	-4598.38447189918	-1059.66347330961	-557.242240469052
600000	-8558.15250884987	-3966.98634034185	-4591.16616850801	209.587074273938	48.8075521723477	138.676500076392	90.1642040801037	37.0045651422882	31.9894923938828	60.8859632951243	282.214208819947	226.975612629497	107.886840636786	32.4860520708065	11	26	10	8	5	7	6	24	2	1	5.8273493199848	5.93896499543991	0.381611608476702	0.181103508162398	0.205213048709665	0.232071834651235	0.0399366072828231	0.000382741418520913	1.56142132263914	0.000222784393524255	2.720499269206	-0.0353357661961711	-4591.16616850801	-1059.66347330961	-544.95844495528
700000	-8548.87863896777	-3980.74117798333	-4568.13746098444	204.986390242773	10.6948428894691	17.7278193555372	84.3616898273511	444.879337127431	272.585934896544	85.1932726212821	77.0158623184479	210.724231321654	204.778189851743	26.8503870212181	7	1	49	2	1	2	7	26	2	3	8.07010669126901	10.3798798680902	0.375688903085263	0.180117744099757	0.22036861698877	0.22382473582621	0.0701254607584896	0.000365081918691349	1.58327001661525	0.00023447513766251	2.61200493032502	-0.0129136276224747	-4568.13746098444	-1059.66347330961	-553.641551064975
800000	-8573.1277383921	-4024.75325113382	-4548.37448725828	486.283078866456	37.6425223274816	38.6550836601122	144.743713753281	151.863178320137	66.8903881126202	68.6272635129851	313.551085184751	242.955870429521	171.682575031241	173.519228366878	4	4	9	19	13	3	2	31	9	6	4.36374236388979	5.35593531435874	0.392020656325931	0.177837002730478	0.213503196327539	0.216639144616052	0.00335742440579356	0.000182746813735631	1.66614567532163	0.00011386136488264	2.6078603223405	0.0239945485682909	-4548.37448725828	-1059.66347330961	-600.749940073352
900000	-8576.65007470445	-4044.66772546832	-4531.98234923613	1118.07377671587	150.484214463433	219.478147946052	126.937760285647	33.3691293771877	72.9182522855154	49.0821313609771	251.687067711149	342.667101407846	1024.33255291604	580.317722649378	17	6	2	11	8	9	10	24	3	10	5.67608616700311	5.04421705810935	0.38617327407438	0.17514957860128	0.208323537246116	0.230353610078225	0.054486139058889	0.000114270749211834	1.73766531364893	5.71250180067313e-05	2.62866378504928	0.0056396565475379	-4531.98234923613	-1059.66347330961	-615.154963811399
1000000	-8585.94065082304	-4037.13146356591	-4548.80918725713	479.718436367364	46.372113896472	86.6803372997483	175.052361579165	137.343992018014	37.7566476395271	84.1793567302756	195.807562705465	398.460458973564	554.271903078977	119.93001249932	2	16	12	20	2	6	5	11	23	3	6.02382841868949	6.77257346955258	0.360478176371406	0.180015545775372	0.210398146476654	0.249108131376568	0.0468554366241164	9.95783124092727e-05	1.28512056234638	9.91767502661309e-05	1.90640233667492	0.0322716651224755	-4548.80918725713	-1059.66347330961	-613.016379694836
1100000	-8618.23613013958	-4074.71616862919	-4543.5199615104	473.629833181298	85.4644444567283	126.920290392667	126.92898922222	66.8190117197108	152.600479790739	255.346286921065	634.987995187052	652.244483204436	233.690036002125	122.168486644519	1	8	20	16	10	12	12	16	4	1	4.58010334639997	6.53192501224093	0.376915791642803	0.177433881828003	0.199319212859856	0.246331113669338	0.0460926790819204	0.000101510828747197	1.43446668912897	7.56142205896006e-05	2.31857672264411	0.161691659956491	-4543.5199615104	-1059.66347330961	-648.512450311572
1200000	-8574.27137319712	-4041.20173258577	-4533.06964061135	331.389039300246	30.6443059258679	96.5797839751285	158.31885265313	195.962672440433	259.769529522441	89.7124120445018	68.4127479156475	167.032106424729	747.327440175137	321.506013927991	7	2	15	3	4	14	3	16	29	7	6.03163870332515	6.86204901679806	0.400976299922959	0.168701402123074	0.21408368891266	0.216238609041308	0.0331675138605052	0.000174683819033551	1.57366045505151	9.66980366731645e-05	2.82892060765756	0.0207403312348417	-4533.06964061135	-1059.66347330961	-613.117321848456
1300000	-8570.95361606004	-4038.71662837286	-4532.23698768718	709.533433705191	84.8815324275213	98.3417277671717	42.0983330344966	50.4868695955695	100.114090216707	99.5836178792224	511.342978540609	564.452150947514	1027.19811976491	396.356262529863	10	22	3	8	11	10	1	6	15	14	5.92846357613624	6.34951749708952	0.379942782022232	0.175195181295816	0.221486566883598	0.223375469798353	0.0525864469698932	0.000166196211433838	1.63712539213091	8.00611399276768e-05	2.80516275391844	0.0134802379737321	-4532.23698768718	-1059.66347330961	-610.084293294406
1400000	-8588.3692191812	-4057.26144840875	-4531.10777077245	462.39371778834	55.8959041917946	125.628091794436	33.4654920349635	109.082466401306	76.2915482901449	118.940632963264	582.833960262898	681.342677044282	805.353735151602	64.9777712812078	10	3	4	8	27	6	27	8	5	2	6.20769564671605	7.76332623898304	0.390328142677057	0.175884372236704	0.212198538129449	0.22158894695679	0.0687373449565754	0.000117517952640739	1.53323544444815	8.81875717520676e-05	2.65392928214124	0.115277791357399	-4531.10777077245	-1059.66347330961	-627.824229290327
1500000	-8628.01828611116	-4082.83401795701	-4545.18426815415	441.888455064614	407.485242693476	195.624079856805	204.951519930261	174.368890219667	140.393895147299	147.637690207227	245.838179099405	745.665877954393	1699.11710448561	157.608030344402	7	14	8	1	16	21	20	8	3	2	5.72671088705292	7.02924208799534	0.38835942768249	0.175896218633305	0.21889247475246	0.216851878931745	0.00987314527460193	0.000106749573235644	1.56823052600772	9.47399338722817e-05	2.48859562820809	0.0299414180171623	-4545.18426815415	-1059.66347330961	-650.341011861405
