state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
10010000	-3615.85430152992	-992.160142813078	-2623.69415871685	1262.48330590677	958.511529063871	6.52700690435351	4.97553782427448	0.409014067545151	0.173638969930826	0.204795207094934	0.212551755429092	0.0295666693622951	4.36270672629134e-05	0.000294954771991325	1.63622155533142e-05	2.0595732031988	0.147390417219202	-2623.69415871685	-539.926623116972	-445.370761370209
10100000	-3638.06058165342	-1004.19400730559	-2633.86657434782	1206.65571174979	1206.62591078975	5.53226049938837	5.37720968240193	0.369906894129792	0.171562045818502	0.204868474899091	0.253662585152617	0.00584663796722592	3.82563193293381e-05	0.000244158279207566	1.53215629337867e-05	1.85642577946782	0.240550789771034	-2633.86657434782	-539.926623116972	-457.685611590941
10200000	-3643.96750025784	-1007.59708917536	-2636.37041108248	1827.48959136269	1137.67001137112	4.17663340002444	4.82074154330281	0.373905598926568	0.170334958236429	0.198811559506108	0.256947883330897	0.00867038964143941	0.000144472922630205	0.00366307135775709	1.43375503039124e-05	2.01739989922673	0.0961546219392493	-2636.37041108248	-539.926623116972	-460.431097418293
10300000	-3629.96774288759	-1000.94435094245	-2629.02339194514	1649.50352780541	1156.51416777011	4.80372368871978	4.1811730734347	0.422013145262046	0.157687646687592	0.17865818827845	0.241641019771915	0.0614840357931602	5.47667627564396e-05	0.000605803928128882	1.53729623214918e-05	3.84887295231204	-0.00658047967839844	-2629.02339194514	-539.926623116972	-455.180350750719
10400000	-3623.7002945415	-990.588280428069	-2633.11201411343	1363.01021606626	836.357150598872	4.55393216617803	3.05795028311041	0.403955424452563	0.157198561823331	0.180251648276565	0.258594365447543	0.0383301322569651	6.98830541491797e-05	0.000540599384556154	1.59271025739521e-05	2.27857609698252	0.220135033066523	-2633.11201411343	-539.926623116972	-445.921452339388
10500000	-3641.48958727721	-1003.17777142655	-2638.31181585065	1556.66620970061	1406.58893186573	4.491504204897	2.92518573646941	0.385323411984054	0.177194687706389	0.197465343413227	0.240016556896332	0.00819909127857836	4.47642900541303e-05	0.000173349107393686	1.59862624383577e-05	1.59657002326708	-0.00249149173564062	-2638.31181585065	-539.926623116972	-458.801186024649
10600000	-3652.36251228519	-1021.68242520818	-2630.68008707701	1733.99717697236	1227.24044699406	6.57458578372453	5.47283634582854	0.364608995031205	0.189239317513289	0.194157336350728	0.25199435110478	0.0481733689027152	2.767694491447e-05	8.45605313059252e-05	1.45467086308029e-05	1.59924957394805	0.0196049687462822	-2630.68008707701	-539.926623116972	-474.764814944855
10700000	-3605.40427610804	-980.28208404014	-2625.1221920679	1682.96747259235	880.926127541106	5.02338850630042	3.27019568453525	0.391829071781332	0.169870119598087	0.195610941697714	0.24268986692287	0.0446681371511885	4.42358839416924e-05	0.000262584122007874	1.53310200292086e-05	1.98860111053028	-0.0347471667314333	-2625.1221920679	-539.926623116972	-435.660323017732
10800000	-3654.4569862162	-1016.69707852194	-2637.75990769426	1676.90347909282	1227.07879409401	6.50053529809097	4.16429684554217	0.387689551292275	0.172621659370396	0.196475245062702	0.243213544274628	0.0123321902522775	5.1745938238714e-05	0.000327729432762421	1.24968092936255e-05	1.58266560841803	-0.038374188350803	-2637.75990769426	-539.926623116972	-470.051773124025
10900000	-3632.50967869756	-1002.27347137667	-2630.23620732089	1603.46183804016	884.837154047541	6.63601988100261	5.04553002107865	0.386664016988423	0.175398101990055	0.196935768899884	0.241002112121641	0.054382576066833	9.72225288712844e-05	0.00157420450672889	1.63008557272913e-05	2.69926862878417	-0.00923486981045677	-2630.23620732089	-539.926623116972	-454.288921602222
11000000	-3647.33963423399	-1003.4781728191	-2643.86146141489	1380.64411718486	1173.62845910026	4.52718081272177	2.84237139104894	0.392450124101901	0.179451812126544	0.198065739503261	0.230032324268297	0.0294342672471207	2.37947995468858e-05	5.29518097579282e-05	1.39461921235329e-05	1.48142764989403	-0.028320547678119	-2643.86146141489	-539.926623116972	-459.953316601847
11100000	-3612.25807858527	-977.87217025865	-2634.38590832662	975.847450722896	656.037303658302	5.65588180610077	4.6901577503831	0.379772225453109	0.177197350142365	0.200070832203764	0.242959592200764	0.00886175210525889	8.54802197070733e-05	0.000429518484003035	2.6407958094704e-05	1.62122013404723	0.282996214686641	-2634.38590832662	-539.926623116972	-431.262765931583
11200000	-3654.06783963065	-1014.95895611713	-2639.10888351351	1070.53945326651	1629.22022486744	6.40810727182139	3.73736008014686	0.396257117851816	0.170133031996086	0.213544451853849	0.220065398298252	0.0278985440235343	4.4097649931655e-05	0.000141056079075925	1.75844194933477e-05	2.49521905693368	0.0321086693739317	-2639.10888351351	-539.926623116972	-468.567769143285
11300000	-3627.47229163292	-988.170534052032	-2639.30175758089	1449.59842421857	946.923567182689	4.01407288192427	4.70326249913822	0.400699010733038	0.160161857463542	0.20829204619003	0.230847085613392	0.0278937129546033	3.37121480738373e-05	0.000156924568577701	1.83502336769575e-05	1.54300832260757	0.203368669134868	-2639.30175758089	-539.926623116972	-443.439618340795
