state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
10010000	-4302.65969262612	-1838.47993011307	-2464.17976251305	1600.56356761827	1693.2996299829	3.24728245051165	1.70365831932052	0.433242984936937	0.147322632304999	0.182344363826169	0.237090018931891	0.0235254684788228	3.2605004650021e-05	0.000305341571390349	7.56912596052056e-06	1.96569253391308	-0.0501559799951089	-2464.17976251305	-1021.96448285829	-814.42678393337
10100000	-4318.7255576843	-1871.70566863535	-2447.01988904894	2774.64893909509	2720.0013677496	3.09960719148137	2.40400362522156	0.430361984794531	0.163321186926652	0.191715444399878	0.214601383878935	0.0607003160628407	1.24736528540735e-05	3.75409213400724e-05	7.08899659971204e-06	1.65091937548067	0.0185655627743023	-2447.01988904894	-1021.96448285829	-847.230330492681
10200000	-4315.29643100468	-1851.56613814818	-2463.73029285649	1463.34477988054	2106.47799989671	2.12740628510795	1.80976779963482	0.419780071791067	0.159857255453035	0.190156819232371	0.230205853523524	0.105065663647605	1.19237519390584e-05	3.71838647401609e-05	7.05092803086748e-06	1.51939846363124	0.0260191080447705	-2463.73029285649	-1021.96448285829	-828.872016077512
10300000	-4298.7643099331	-1839.27397537838	-2459.49033455472	2595.03394336176	1549.23273833228	3.03142286829567	1.50908809273322	0.464986653513539	0.14558184110478	0.167317239103421	0.222114266278257	0.0254267502214014	1.72239182327775e-05	8.00640439250796e-05	5.88931981355353e-06	2.00260375905508	-0.0196314877560647	-2459.49033455472	-1021.96448285829	-816.301459730292
10400000	-4323.38413039545	-1857.9768182452	-2465.40731215025	1834.16428861112	2106.97488152077	2.79592900494608	1.37407236533486	0.441617807523322	0.158762234459428	0.194461328430705	0.205158629586542	0.112381780618709	1.16477285455202e-05	3.16069206203029e-05	7.10916619319215e-06	2.02042795873492	-0.0620286220462964	-2465.40731215025	-1021.96448285829	-835.157989231714
10500000	-4307.91138397591	-1846.21469072177	-2461.69669325413	2484.06685509254	1718.71212825047	2.32336452615489	1.35279600342025	0.434903252177894	0.155430298262138	0.191058711619302	0.218607737940663	0.0809696514325083	1.20403395201581e-05	3.23807896489448e-05	6.94194478680482e-06	2.04739620781253	0.0602862448044491	-2461.69669325413	-1021.96448285829	-824.134961038931
10600000	-4356.55571595824	-1902.17190078714	-2454.38381517111	7031.24243978018	3267.98792660077	3.70401422245566	1.18834914768345	0.414962004259682	0.131969656029238	0.198602188622422	0.254466151088655	0.0453825527351181	1.41511016626084e-05	0.000104003466644553	3.52107659702879e-06	2.50901225615574	0.173829013101037	-2454.38381517111	-1021.96448285829	-878.42014402006
10700000	-4320.27798473629	-1859.53145684146	-2460.74652789483	1576.66137576088	1690.08179223759	3.03459896319903	3.13347640052032	0.4922420952572	0.136494839521389	0.175428663501495	0.195834401719912	0.030583746522499	1.03067952722697e-05	2.63791411068472e-05	6.12502928209766e-06	2.01245367341648	0.205587504072462	-2460.74652789483	-1021.96448285829	-835.065450694914
10800000	-4336.38182774204	-1869.0636502883	-2467.31817745375	1534.81299401561	1971.49990134957	3.20664682839193	2.38337766144855	0.432533382510601	0.175506567718981	0.182994214991846	0.208965834778568	0.115345651597751	1.32652095084199e-05	7.50284998277828e-05	5.79777293031035e-06	3.34642622458662	0.0265765227604852	-2467.31817745375	-1021.96448285829	-844.693784622675
10900000	-4322.56330487366	-1860.09512564864	-2462.46817922503	1084.1804276937	1810.71911843337	2.52128912064458	2.97044237625313	0.454224403872636	0.146543187801055	0.174020764264452	0.225211644061853	0.121178969415633	9.03536224055164e-06	2.42204203124657e-05	6.14185359989213e-06	1.87971022350906	-0.0141670988827907	-2462.46817922503	-1021.96448285829	-836.057720090813
11000000	-4316.68367230046	-1844.21723038023	-2472.46644192023	1763.13812865118	1909.51273621581	5.42702160292515	2.80715230770338	0.445835206262643	0.167845926065485	0.180422765159466	0.205896102512402	0.0131933375536325	1.17047097099827e-05	3.355590987159e-05	7.72777631120114e-06	1.50093135037293	-0.0313785003816228	-2472.46644192023	-1021.96448285829	-818.15533138911
11100000	-4305.16342401165	-1852.3270604145	-2452.83636359716	2016.05039345563	1783.68869362586	4.260280794771	1.8460574447241	0.45416004659005	0.151993498405382	0.183743982614423	0.210102472390142	0.0642225993471444	1.88173603248244e-05	7.64708910993974e-05	6.87081155423994e-06	1.75504414827991	0.0554689757311455	-2452.83636359716	-1021.96448285829	-827.684825771803
11200000	-4318.99750507421	-1859.57307566617	-2459.42442940804	1161.60599504889	1713.48717941894	3.54911339821935	2.6159177248518	0.458318095087864	0.145696537200906	0.186522772970353	0.209462594740873	0.0901743923889091	9.94827197707202e-06	3.73483368412877e-05	6.51401733072113e-06	1.95181720256949	0.229423221777813	-2459.42442940804	-1021.96448285829	-835.03013905277
11300000	-4301.62183006587	-1834.99930878998	-2466.62252127588	1049.75886173743	1800.25177490319	3.58418628707753	1.79027305371293	0.428347516433602	0.166359454092668	0.185902481223869	0.219390548249858	0.0783687820183208	1.71146869600185e-05	6.90242616734801e-05	8.85753043564019e-06	1.85243519842383	0.0532805464206992	-2466.62252127588	-1021.96448285829	-810.965279496723
11400000	-4297.83126680259	-1859.29207794636	-2438.53918885623	2141.84134200974	2189.68297371676	2.81449068625634	2.79105009148105	0.42552554120715	0.155031619345425	0.19797947230286	0.221463367144562	0.0515557413477996	2.90669794844853e-05	0.000401044285098001	6.33243368207316e-06	2.53498307892668	0.171391780830508	-2438.53918885623	-1021.96448285829	-834.275713431271
11500000	-4331.9600758369	-1857.90077303285	-2474.05930280405	931.201313446026	2017.49850897896	3.59181282132182	2.51369072881675	0.454920054224076	0.13334141505143	0.193517943392475	0.218220587332016	0.0317238121560169	1.74242759934279e-05	8.52043653824298e-05	8.5710288448565e-06	2.09089830599013	-0.0101460976575755	-2474.05930280405	-1021.96448285829	-833.046641168362
11600000	-4298.35101099433	-1838.38404596573	-2459.9669650286	2702.70572776098	1774.25055230483	2.75605397776795	2.17624410408478	0.466455030377759	0.142895961325513	0.18328041061548	0.207368597681246	0.0353757811521021	8.32219144461042e-06	1.47010962815e-05	6.59114416858063e-06	1.32994012478732	0.0990324160879638	-2459.9669650286	-1021.96448285829	-815.119665581697
11700000	-4300.98132389838	-1842.78436135739	-2458.19696254099	1379.64867544921	1629.60068028665	4.20467338908121	1.63535516640442	0.418281299511219	0.156739523892427	0.198536571840739	0.226442604755613	0.092511505626107	1.72521119434338e-05	7.52989313622455e-05	7.2108206642682e-06	1.84285270533203	0.0272540679950597	-2458.19696254099	-1021.96448285829	-818.533612509044
11800000	-4311.16906598333	-1851.68160077853	-2459.4874652048	1484.94813858937	1668.64126170554	2.74855891891066	2.20777670127695	0.441630859229278	0.156701842317139	0.189165014235785	0.212502284217795	0.0412721816542658	1.60497276359472e-05	6.67268077604556e-05	6.07016773340934e-06	1.80258528543488	0.0303245845512129	-2459.4874652048	-1021.96448285829	-828.096351147543
11900000	-4286.2388256336	-1834.99649205225	-2451.24233358135	1164.33582818782	1274.74955958136	2.2422415345661	1.27856319827545	0.451887075229262	0.152618188036624	0.186231686669323	0.209263050064788	0.0594284625845945	2.96630785571251e-05	0.000218774092998361	8.94743508374596e-06	1.91183856221694	-0.0624582063617006	-2451.24233358135	-1021.96448285829	-812.747962405466
12000000	-4317.45376600175	-1851.22200800663	-2466.23175799512	1422.61990440511	1634.39566749813	1.65360822774424	1.31113865030473	0.431233501220734	0.14906422833507	0.193642610151054	0.226059660293139	0.00847724442148604	1.18680360605654e-05	2.86990318886071e-05	6.69280235530042e-06	1.90526578604664	0.170448107155105	-2466.23175799512	-1021.96448285829	-830.155098520784
12100000	-4335.44850987768	-1875.32843278584	-2460.12007709184	1979.0739913095	2413.41742706069	2.52955992537441	3.14582014163929	0.475739025733867	0.154653362342799	0.164430612901159	0.205176999022172	0.0655168986392498	1.18611287192573e-05	5.15616324642056e-05	5.47796301223102e-06	1.92884533108604	-0.00642409346652309	-2460.12007709184	-1021.96448285829	-850.825355516355
12200000	-4333.43669183246	-1876.22165956756	-2457.2150322649	2737.62494687985	2655.64872776727	3.35508218065138	2.36749599643116	0.446719790554139	0.149337134395034	0.189806457477718	0.214136617573106	0.0067181222999568	1.80595545423978e-05	0.000100217970571059	4.40605884491613e-06	2.32707435236492	-0.0340971185122367	-2457.2150322649	-1021.96448285829	-851.455290667559
12300000	-4307.85386995809	-1848.29145330568	-2459.56241665241	1122.99693858272	1997.73419800398	4.38709272759688	2.20463469892286	0.448865941620419	0.148050575085275	0.194431215484236	0.208652267810067	0.0177203310427556	1.12885244128664e-05	2.97992565721229e-05	7.65681124570486e-06	2.09712978377719	0.225932108001344	-2459.56241665241	-1021.96448285829	-823.468018066857
12400000	-4298.62574615626	-1838.88491598558	-2459.74083017068	1168.59240857256	1768.03338085724	2.14822592728712	2.48816652837178	0.456056213917675	0.145765757475286	0.191053728274814	0.207124300332221	0.0221274486289428	1.18902719018389e-05	2.78189527950612e-05	8.40364346782623e-06	1.75242643196376	0.0573361861855988	-2459.74083017068	-1021.96448285829	-815.778831076795
12500000	-4304.42413310268	-1850.15617943153	-2454.26795367116	2796.68034237881	1605.36957466048	3.38301434572505	2.08584403049793	0.451830810114318	0.156376601040845	0.178285852067355	0.213506736777479	0.0355441508563212	1.82604423336096e-05	6.46793861195818e-05	6.67765074884749e-06	1.6730879816126	0.0135146736536586	-2454.26795367116	-1021.96448285829	-826.101618796777
12600000	-4301.03891729718	-1836.68524333366	-2464.35367396352	856.039044399517	1667.16313140951	4.08117598594693	2.62079745614209	0.425618074228463	0.151032541821297	0.193274228753899	0.230075155196337	0.107346027664911	1.16542653364449e-05	1.42254725746429e-05	8.97070569134338e-06	0.934948058690385	0.0888559336631851	-2464.35367396352	-1021.96448285829	-811.645619697166
