state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa1	kappa2	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
10010000	-3863.12043011239	-1420.54400713702	-2442.57642297538	1775.09788940519	1867.09281788844	4.22526071633131	3.35499026049916	0.378721405559532	0.155706746364605	0.194539357713276	0.271032490362587	0.0254677618495868	2.12740592444117e-05	0.000114713825829871	6.60736158725802e-06	2.18018737330271	0.141929808738779	-2442.57642297538	-763.629839168634	-652.720020644981
10100000	-3822.04749598365	-1400.17788432343	-2421.86961166023	1799.27944263489	1388.77093597922	3.68306397251096	3.0706223735631	0.404549238739778	0.152924746860003	0.199920878395876	0.242605136004344	0.0406793515771372	8.25833289292022e-05	0.00240295720260962	8.18282187012268e-06	2.03227686709365	0.167374628786266	-2421.86961166023	-763.629839168634	-631.669569181618
10200000	-3861.93735688505	-1423.5718847373	-2438.36547214775	2511.56271938914	1849.76617672618	5.07478970670326	3.46106877297131	0.406859798086811	0.155927441775538	0.194796737129552	0.2424160230081	0.01084557196982	3.48719970752243e-05	0.000293189322131857	6.45790262586612e-06	2.51161244200833	0.0894838642892913	-2438.36547214775	-763.629839168634	-654.652962143228
10300000	-3842.17804255067	-1400.32399203244	-2441.85405051823	1313.34518847429	1620.53363822034	4.1598449541181	3.28337315037879	0.407797688620724	0.160934987037435	0.204495002765874	0.226772321575968	0.00674421473223089	7.55250320452382e-05	0.00105284227204745	1.19878380406801e-05	2.24395181415542	0.0276475843426741	-2441.85405051823	-763.629839168634	-631.324818829042
10400000	-3833.38424590219	-1409.40595587379	-2423.9782900284	1471.89093936708	1572.41261451816	5.24468579256676	3.05242084815163	0.410119916578551	0.159166966358191	0.20039853973255	0.230314577330709	0.0267412785407235	5.33237219022032e-05	0.000562081476243708	1.00795700409954e-05	2.59126805595688	0.104341081151899	-2423.9782900284	-763.629839168634	-640.351365990154
10500000	-3872.25223764206	-1424.85600320418	-2447.39623443788	2176.8484640763	2116.00266344539	3.46454069460729	2.07979721264542	0.444816133075567	0.164745766616629	0.174653751859179	0.215784348448626	0.121981885763602	3.66682009797872e-05	0.000402752987142877	6.11257038586909e-06	4.31226834386927	0.0933943022703041	-2447.39623443788	-763.629839168634	-657.977241605656
10600000	-3863.15074838112	-1428.63196414039	-2434.51878424073	3578.02708048723	1694.91480378414	5.02509623085396	2.85407533150709	0.420908350634584	0.152093879983535	0.201035229434599	0.225962539947284	0.0519922201452338	3.30255689925021e-05	0.000248693625038207	5.27574401106185e-06	2.7774839668131	0.509770921323097	-2434.51878424073	-763.629839168634	-660.331972228079
10700000	-3870.55144889627	-1426.93943938043	-2443.61200951583	1166.41155273639	2052.51390908097	3.54250799764858	3.11458234284579	0.429542656261145	0.158130323671243	0.195291052519531	0.217035967548083	0.0456128282541758	1.91951534252667e-05	6.23015472194464e-05	7.74760991088975e-06	1.97812160348102	0.112938053169573	-2443.61200951583	-763.629839168634	-659.785476730005
10800000	-3875.3341667003	-1433.85906355779	-2441.4751031425	5237.15090017721	2218.3601832836	4.58419806002523	3.51457093932409	0.415251386786237	0.160605128657116	0.200491252246685	0.223652232309963	0.0260733428765395	3.66751717149123e-05	0.000664889218960842	4.50918470898669e-06	2.52394343244881	0.257113629155104	-2441.4751031425	-763.629839168634	-664.950863050712
10900000	-3910.71370825302	-1455.47236340232	-2455.2413448507	1940.32058347929	2818.26805845404	5.46213954956683	3.58536532095676	0.415704513342083	0.163015087739312	0.175798626403006	0.245481772515601	0.0886818909913307	9.16043181672085e-06	3.17285655968709e-05	5.0948145445783e-06	2.20650697016389	0.147524800238968	-2455.2413448507	-763.629839168634	-686.631002536679
